"Product (20)","Description","Primary Vendor Name","Product Line Description","Web Category Description","Primary Vendor","Product Line Code","Web Category","Major Group Code","Major Group Description","Price Group Code","Price Group Description","UPC","Image File","Image Path","Image URL","Status","Available","Units of Measure"
"DCT201010","2 C X 1 C X 1 C TEE                                         ","EVERFLOW SUPPLIES INC","Copper Domestic Fittings","","00283","0217","","","","","","685768213369","","","","N","0","EA"
"G20022","GERBER 20-022 Floor Mount     Back Outlet Elongated t&b1.28 ","J CHIMERINE","Gerber China","","00367","0038","","","","","","","G20022.png","\\192.168.1.66\IMAGES/G20022.png","","","0","EA"
"XHG80","8"" EXTRA HEAVY GASKET                                       ","JONES STEPHENS","NO HUB COUPLINGS IMPORT:ALL","","JONES S","0102","","02","NO HUB COUPLINGS IMPORT","","","","","","","","1","EA"
"WELT8050","8 X 5"" STD RED TEE                                          ","Service Metal","Weld Fittings","","01122","0041","","","","","","001962800650","","","","N","0","EA"
"OK30OG","Fine Fixures OAKVILLE VANITY  30"" WIDE - ONIX GREY          ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2022/03/OK30OGSB-7-4.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2022/03/OK30OGSB-7-4.jpg","N","0","EA"
"DBS2364","23/64 Jobber Drill Bit        Fractional Black Oxide & Gold ","ITM","Blades / Bits","","00366","0200","","","","","","","","https://ysps.shop/media/products/images/DBS116.jpg","https://ysps.shop/media/products/images/DBS116.jpg","","24","EA"
"SV1830","3'' SERVICE WEIGHT 1/8 BEND                                 ","The Plumbing Exchange","sv fitting","","00635","0128","","","","","","","","","","N","0","EA"
"SOPS10","CPVC STAND OFF STRAPS 1""                                    ","","HANGERS / PLASTIC STRAP & MISC","","","0232","","04","HANGERS STRAPS","","","","","","","N","0","EA"
"CPT4005","4 x 1/2 COPPER PRESS TEE                                    ","EVERFLOW SUPPLIES INC","COPPER PRESS","","00283","0093","","","","","","80459511716","","https://ysps.shop/media/products/images/CPT251025.jpg","https://ysps.shop/media/products/images/CPT251025.jpg","","10","EA"
"SOPS12","CPVC STAND OFF STRAPS 1 1/4                                 ","EVERFLOW SUPPLIES INC","HANGERS / PLASTIC STRAP & MISC","","00283","0232","","04","HANGERS STRAPS","","","","","","","N","0","EA"
"SDSM1212","1/2 x 12-1/4 Masonry SDS-Plus Carbide Drill Bit             ","ITM","Blades / Bits","","00366","0200","","","","","","","","https://ysps.shop/media/products/images/SDSM110.jpg","https://ysps.shop/media/products/images/SDSM110.jpg","","5","EA"
"SJC60","6"" GROOVED RIGID COUPLING                                   ","EVERFLOW SUPPLIES INC","Grooved Com","","00283","0215","","012","Grooved","","","80459501016","SJC12.jpg","https://ysps.shop/media/products/images/SJC12.jpg","https://ysps.shop/media/products/images/SJC12.jpg","","332","EA"
"H-74706","Webstone 1-1/2"" FIP Brass     Magnetic Boiler Filter XL     ","SUPPLY HOUSE.COM","SPECIAL VALVES","","00619","0203","","011","Valves","","","","Screenshot 2026-06-24 154245.png","https://ysps.shop/media/products/images/H-74706.jpg","https://ysps.shop/media/products/images/H-74706.jpg","N","0","EA"
"DCT201020","2 C X 1 C X 2 C TEE                                         ","EVERFLOW SUPPLIES INC","Copper Domestic Fittings","","00283","0217","","","","","","685768213352","","","","N","0","EA"
"CPT4007","4 x 3/4 COPPER PRESS TEE                                    ","EVERFLOW SUPPLIES INC","COPPER PRESS","","00283","0093","","","","","","80459511551","","https://ysps.shop/media/products/images/CPT251025.jpg","https://ysps.shop/media/products/images/CPT251025.jpg","","9","EA"
"WELT8060","8 X 6 WELD TEE                                              ","Service Metal","Weld Fittings","","01122","0041","","","","","","001962800650","","","","","4","EA"
"CPT4010","4 X 1 COPPER PRESS Tee                                      ","EVERFLOW SUPPLIES INC","COPPER PRESS","","00283","0093","","","","","","80459511548","","https://ysps.shop/media/products/images/CPT25.jpg","https://ysps.shop/media/products/images/CPT25.jpg","","9","EA"
"IMBMC","COVER FOR MINI ICE MAKER BOX  OB-3311-RK                    ","LSP Products Group","WASHING MACHINE BOX","","00428","WASHING MA","","","","","","","product27-1.jpg","\\192.168.1.66\IMAGES/product27-1.jpg","","","0","EA"
"CRD60-981C","EVERFLOW 4"" SQUARE SHOWER     DRAIN GRID CHROME W/ 2"" BRASS ","EVERFLOW SUPPLIES INC","NO HUB DRAIN","","00283","0126","","","","","","","CRD65-82C.png","\\192.168.1.66\IMAGES/CRD65-82C.png","","N","0","EA"
"CPT4012","4 x 1-1/4 copper prees tee                                  ","EVERFLOW SUPPLIES INC","COPPER PRESS","","00283","0093","","","","","","80459511550","","https://ysps.shop/media/products/images/CPT25.jpg","https://ysps.shop/media/products/images/CPT25.jpg","","6","EA"
"SDSM1218","1-1/4 x 18 Masonry SDS-Plus   Carbide Drill Bit             ","ITM","Blades / Bits","","00366","0200","","","","","","","","https://ysps.shop/media/products/images/SDSM1218.jpg","https://ysps.shop/media/products/images/SDSM1218.jpg","","2","EA"
"SVDVT40","4"" X 4 Service Weight Double  Vented House Trap             ","The Plumbing Exchange","sv fitting","","00635","0128","","","","","","01624","","","","N","0","EA"
"SV1840","4'' SERVICE WEIGHT 1/8 BEND                                 ","BW PLUMBING WHOLESALE","sv fitting","","00202","0128","","","","","","","","","","N","0","EA"
"TBTR150","1-1/2 TUBULER TRAP CP                                       ","EVERFLOW SUPPLIES INC","TUBULER:TUBULER","","00283","0014","","05","TUBULER","","","80459512812","","https://ysps.shop/media/products/images/TBTR120.jpg","https://ysps.shop/media/products/images/TBTR120.jpg","","1174","EA"
"8912CF","Heavy cast brass 1-1/2 x 1-1/2adjustable trap with cleanout ","McGuire Manufacturing Co., Inc.","***","","00766","096","","","","","","","","","","N","0","EA"
"548102A","Hydro Separator 548102A 4""    ANSI flange 247 FLOW CAP.(gpm)","","NON STOCK VALVES","","","0202","","011","Valves","","","","","","","N","0","EA"
"LG800653","Legend #800-653 3?            Temperature Gauge with        ","Legend Valve","LEGEND","","00403","0059","","","","","","","","","","","0","EA"
"SOPS20","CPVC STAND OFF STRAPS 2""                                    ","","HANGERS / PLASTIC STRAP & MISC","","","0232","","04","HANGERS STRAPS","","","","","","","N","0","EA"
"LG800654","Legend #800-654 3?            Temperature Gauge with        ","Legend Valve","LEGEND","","00403","0059","","","","","","","","","","","0","EA"
"SDSM1221","1/2"" X 21"" SDS-MAX                                          ","ITM","Blades / Bits","","00366","0200","","","","","","","","https://ysps.shop/media/products/images/SDSMAX113.jpg","https://ysps.shop/media/products/images/SDSMAX113.jpg","","7","EA"
"TY4334W","Tyco LFII, K=5.8, Residential,NFPA 13 Optimized Horizontal  ","DELLON SALES","Tyco Sprinkler","","00253","0185","","","","","","","","","","N","0","EA"
"NBKTG1540","1-1/2 X 4 GROOVED X THREDED   NIPPLE                        ","EVERFLOW SUPPLIES INC","T x G BLACK NIPPLE","","00283","0170","","","","","","","","","","N","14","EA"
"CPT4015","4 X 1-1/2 COPPER PRESS T                                    ","EVERFLOW SUPPLIES INC","COPPER PRESS","","00283","0093","","","","","","80459511549","","https://ysps.shop/media/products/images/CPT25.jpg","https://ysps.shop/media/products/images/CPT25.jpg","","9","EA"
"PCPL2520","2 1/2 x 20' COPPER L PIPE                                   ","","COPPER PIPE TYPE L","","","0039","","pipe","copper and black pipe","","","","","","","N","0","PIPE"
"GG40S08BXR","GE RealMAX Choice 40-Gallon   Short Natural Gas Atmospheric ","GE Appliances, a Haier Company","GE Water Heater Uncommon","","01796","0231","","015","GE Appliance ","","","84691863021","","https://ysps.shop/media/products/images/GG40S08BXR.jpg","https://ysps.shop/media/products/images/GG40S08BXR.jpg","","3","EA"
"SDSM1224","1/2'' X 24 SDS-PLUS                                         ","ITM","Blades / Bits","","00366","0200","","","","","","","","https://ysps.shop/media/products/images/SDSM110.jpg","https://ysps.shop/media/products/images/SDSM110.jpg","","5","EA"
"DELC1314","DELTA REPLACEMENT CARTRIDGE   (FOR 13000 & 14000 SERIES)    ","WALRICH CORPORATION","DELTA","","00666","0066","","","","","","","","","","N","1","EA"
"SUN80","80 Gallon - 4,500 Watt ProMax Residential Electric Direct   ","North Shore Plumbing Supply Co Inc","AO SMITH","","00770","0048","","","","","","","","","","N","0","EA"
"CPT4020","4"" X 2"" COPPER PRESS TEE                                    ","EVERFLOW SUPPLIES INC","COPPER PRESS","","00283","0093","","","","","","22460250271","","https://ysps.shop/media/products/images/CPT25.jpg","https://ysps.shop/media/products/images/CPT25.jpg","","99","EA"
"GLC0301","3/8 x 1/8 GALVANIZED COUPLING REDUCER                       ","EVERFLOW SUPPLIES INC","GALVANIZED FITTINGS","","00283","0028","","","","","","80459598034","","","","N","0","EA"
"SOTH","2"" 0-250F Strapon Thermostat                                ","WALRICH CORPORATION","SPECIALTYS","","00666","0003","","","","","","","","","","N","0","EA"
"GLC0302","3/8 x 1/4 GALVANIZED COUPLING REDUCER                       ","EVERFLOW SUPPLIES INC","GALVANIZED FITTINGS","","00283","0028","","","","","","80459593805","","","","N","0","EA"
"ACB2BL","Fine Fixures SHOWER CADDY     BASKET 9"" X 4"" - MATTE BLACK  ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2022/11/ACB2BL.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2022/11/ACB2BL.jpg","N","0","EA"
"SV1850","                                                            ","AB&I Foundry Tyler Pipe","sv fitting","","01615","0128","","","","","","","","","","N","0","EA"
"TEST","test  B                                                     ","","LIST","","","0087","","","","","","","","","","","4","EA"
"CPT4025","4x 2-1/2 COPPER PRESS TEE                                   ","EVERFLOW SUPPLIES INC","COPPER PRESS","","00283","0093","","","","","","80459511454","","https://ysps.shop/media/products/images/CPT25.jpg","https://ysps.shop/media/products/images/CPT25.jpg","","6","EA"
"TUBS4627RHWH","Bootz 011-3378-00 Honolulu    46.5"" x 27"" Porcelain Enamel  ","","STEAL TUBS","","","0035","","","","","","","","","","N","0","EA"
"SJC80","8"" GROOVED RIGID COUPLING                                   ","EVERFLOW SUPPLIES INC","GROOVE FITTINGS","","00283","0073","","012","Grooved","","","80459501018","","","","","52","EA"
"SV11620","                                                            ","AB&I Foundry Tyler Pipe","sv fitting","","01615","0128","","","","","","","","","","N","0","EA"
"EPL05","1/2"" EXPANSION PEX ELBOW BRASSF1960                         ","","PEX A PLASTIC","","","0125","","","","","","","","","","N","0","EA"
"2-950XLTDABF","2"" Zurn Wilkins 950XLTDABF    Double Check Detector Assembly","CITY WATER METER REPAIR . INC","ZURN","","00231","0055","","","","","","","","","","N","0","EA"
"CPT4030","4 X 3 COPPER PRESS T                                        ","EVERFLOW SUPPLIES INC","COPPER PRESS","","00283","0093","","","","","","80459511455","","https://ysps.shop/media/products/images/CPT25.jpg","https://ysps.shop/media/products/images/CPT25.jpg","","5","EA"
"3326009","MIX-60-A Below Deck MechanicalWater Mixing Valve for use w/ ","AF SUPPLY","Sloan Parts","","00116","0180","","010","Sloan","","","","","","","N","0","EA"
"SV1860","6'' Service Weight 1/8 BEND                                 ","WORLD WIDE PLUMBING SUPPLY","sv fitting","","00680","0128","","","","","","","","","","N","0","EA"
"RTEX04","Rheem RTEX-04 Classic 120     Voltage 3.5 KW Residential    ","AF SUPPLY","***","","00116","096","","","","","","","Rheem RTEX-04.jpg","\\192.168.1.66\IMAGES/Rheem RTEX-04.jpg","","N","0","EA"
"NHR6020","6 X 2 NO HUB REDUCER                                        ","AB&I Foundry Tyler Pipe","NO HUB FITTING ALL + 4","","01615","0109","","03","NO HUB FITTINGS","","","61194200502","","https://ysps.shop/media/products/images/NHR2015.jpg","https://ysps.shop/media/products/images/NHR2015.jpg","","11","EA"
"DSSCI90","9"" CAST IRON SAW BLADE DIABLO                               ","Diablo Tools/ Freud America, Inc.","Diablo","","01329","0161","","","","","","","","","","","37","EA"
"NBKTG1560","1-1/2 X 6 GROOVED X THREDED   NIPPLE                        ","EVERFLOW SUPPLIES INC","T x G BLACK NIPPLE","","00283","0170","","","","","","80459511191","","https://ysps.shop/media/products/images/NBKTG1560.jpg","https://ysps.shop/media/products/images/NBKTG1560.jpg","","14","EA"
"SV11630","                                                            ","AB&I Foundry Tyler Pipe","sv fitting","","01615","0128","","","","","","","","","","N","0","EA"
"NBR03SH","3/8XSHOLDER BRASS NIPPLE                                    ","EVERFLOW SUPPLIES INC","BRASS NIPPLES","","00283","0007","","","","","","80459594735","","https://ysps.shop/media/products/images/NBR0220.jpg","https://ysps.shop/media/products/images/NBR0220.jpg","","8","EA"
"JS21500-19","ROOF DRAIN 21500-19 LARGE     SUMP, STAINLESS GRAVEL GUARD  ","","JOSAM","","","0058","","","","","","","","","","N","0","EA"
"BRT150715","1-1/2 X 3/4 X 1-1/2 BRESS T                                 ","EVERFLOW SUPPLIES INC","BRASS FITTINGS","","00283","0005","","","","","","","","","","N","0","EA"
"MOMC16WE","Fine Fixures MODENA MEDICINE  CABINET 16' WIDE - WENGE      ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2020/08/MOMC16WE-1.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2020/08/MOMC16WE-1.jpg","N","0","EA"
"PD1818WH","Fine Fixures PYRAMID PEDESTAL 18'X18' WHITE                 ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2023/09/W04.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2023/09/W04.jpg","N","0","EA"
"NHR6030","6 X 3 NO HUB REDUCER                                        ","AB&I Foundry Tyler Pipe","NO HUB FITTING ALL + 4","","01615","0109","","03","NO HUB FITTINGS","","","61194200503","","https://ysps.shop/media/products/images/NHR2015.jpg","https://ysps.shop/media/products/images/NHR2015.jpg","","9","EA"
"MOMC16WH","Fine Fixures MODENA MEDICINE  CABINET - OFF WHITE GRAIN     ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2020/06/MOMC16WH-1.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2020/06/MOMC16WH-1.jpg","N","0","EA"
"H29032","#29032 40/60 Acid Core Solder 1oz.                          ","","OATEY","","","0029","","","","","","","","","","","16","EA"
"SV11640","4"" Service Weight 1/16 Bend                                 ","AB&I Foundry Tyler Pipe","sv fitting","","01615","0128","","","","","","","","https://ysps.shop/media/products/images/SV11640.jpg","https://ysps.shop/media/products/images/SV11640.jpg","N","0","EA"
"PR2017WT","Fine Fixures 4'CC 20 X 17     PRESTIGE PEDESTAL LAVATORY    ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","","","N","0","EA"
"CDL0705","3/4"" X 1/2'' C x Female Drop  90 Elbow                      ","EVERFLOW SUPPLIES INC","CAST BRASS","","00283","0160","","","","","","80459599663","","https://ysps.shop/media/products/images/CDL0705.jpg","https://ysps.shop/media/products/images/CDL0705.jpg","","37","EA"
"BC450453","BURCAM # 450453 10'/90DEG     MECHANICAL FLOATSWITCH FOR    ","Burke Water System Manufacturin","SUMP PUMP","","00201","0061","","","","","","","","","","","0","EA"
"RPX4US","Watts RXPG-4-US Floor         Cleanout, 5"" Round Ductile    ","AF SUPPLY","WADE DRAINS","","00116","0088","","","","","","","","https://ysps.shop/media/products/images/RPX4US.jpg","https://ysps.shop/media/products/images/RPX4US.jpg","N","0","EA"
"BC450454","BURCAM #450454 HIGH LEVEL     ALARMFLOAT 450453 10'/90DEG   ","Burke Water System Manufacturin","SUMP PUMP","","00201","0061","","","","","","","","","","","0","EA"
"MI2319W","Fine Fixures CLASSIC PEDESTAL SINK 23 X 19 WHITE SINGLE HOLE","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2020/08/IMG_8486-2000x2000-1.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2020/08/IMG_8486-2000x2000-1.jpg","N","0","EA"
"MV1717TE","Fine Fixures MODERN VESSEL 17'X 17' ROUND - WHITE           ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2020/08/MV1717TE-1-1.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2020/08/MV1717TE-1-1.jpg","N","0","EA"
"CVC-4UL","4"" Ductile Iron Wafer Style   Check Valve Epoxy coated - UL ","MATCO-NORCA","SPECIAL VALVES","","00444","0203","","011","Valves","","","","","","","","3","EA"
